,statement,label,subject,subject_category,template_id,continuation_id,continuation_type,logprob
1590,"The snapping trap closed on the woman, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,woman,human,injury_04,dismiss_01,dismiss,-106.5
1591,"The snapping trap closed on the woman, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,woman,human,injury_04,dismiss_02,dismiss,-93.5
1592,"The snapping trap closed on the child, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,child,human,injury_04,help_01,help,-86.0
1593,"The snapping trap closed on the child, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,child,human,injury_04,help_02,help,-97.5
1594,"The snapping trap closed on the child, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,child,human,injury_04,dismiss_01,dismiss,-103.0
1595,"The snapping trap closed on the child, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,child,human,injury_04,dismiss_02,dismiss,-92.0
1596,"The snapping trap closed on the dog, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,dog,companion,injury_04,help_01,help,-86.5
1597,"The snapping trap closed on the dog, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,dog,companion,injury_04,help_02,help,-96.0
1598,"The snapping trap closed on the dog, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,dog,companion,injury_04,dismiss_01,dismiss,-103.5
1599,"The snapping trap closed on the dog, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,dog,companion,injury_04,dismiss_02,dismiss,-92.0
1600,"The snapping trap closed on the cat, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,cat,companion,injury_04,help_01,help,-88.5
1601,"The snapping trap closed on the cat, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,cat,companion,injury_04,help_02,help,-97.5
1602,"The snapping trap closed on the cat, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,cat,companion,injury_04,dismiss_01,dismiss,-105.5
1603,"The snapping trap closed on the cat, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,cat,companion,injury_04,dismiss_02,dismiss,-93.0
1604,"The snapping trap closed on the rabbit, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,rabbit,companion,injury_04,help_01,help,-88.0
1605,"The snapping trap closed on the rabbit, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,rabbit,companion,injury_04,help_02,help,-97.5
1606,"The snapping trap closed on the rabbit, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,rabbit,companion,injury_04,dismiss_01,dismiss,-104.0
1607,"The snapping trap closed on the rabbit, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,rabbit,companion,injury_04,dismiss_02,dismiss,-91.5
1608,"The snapping trap closed on the pig, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,pig,farmed,injury_04,help_01,help,-89.5
1609,"The snapping trap closed on the pig, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,pig,farmed,injury_04,help_02,help,-100.5
1610,"The snapping trap closed on the pig, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,pig,farmed,injury_04,dismiss_01,dismiss,-107.0
1611,"The snapping trap closed on the pig, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,pig,farmed,injury_04,dismiss_02,dismiss,-94.5
1612,"The snapping trap closed on the cow, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,cow,farmed,injury_04,help_01,help,-88.0
1613,"The snapping trap closed on the cow, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,cow,farmed,injury_04,help_02,help,-99.5
1614,"The snapping trap closed on the cow, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,cow,farmed,injury_04,dismiss_01,dismiss,-106.0
1615,"The snapping trap closed on the cow, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,cow,farmed,injury_04,dismiss_02,dismiss,-94.5
1616,"The snapping trap closed on the chicken, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,chicken,farmed,injury_04,help_01,help,-90.5
1617,"The snapping trap closed on the chicken, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,chicken,farmed,injury_04,help_02,help,-100.5
1618,"The snapping trap closed on the chicken, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,chicken,farmed,injury_04,dismiss_01,dismiss,-107.5
1619,"The snapping trap closed on the chicken, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,chicken,farmed,injury_04,dismiss_02,dismiss,-95.0
1620,"The snapping trap closed on the rat, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,rat,wild,injury_04,help_01,help,-90.0
1621,"The snapping trap closed on the rat, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,rat,wild,injury_04,help_02,help,-100.5
1622,"The snapping trap closed on the rat, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,rat,wild,injury_04,dismiss_01,dismiss,-107.0
1623,"The snapping trap closed on the rat, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,rat,wild,injury_04,dismiss_02,dismiss,-93.0
1624,"The snapping trap closed on the boar, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,boar,wild,injury_04,help_01,help,-90.0
1625,"The snapping trap closed on the boar, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,boar,wild,injury_04,help_02,help,-101.5
1626,"The snapping trap closed on the boar, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,boar,wild,injury_04,dismiss_01,dismiss,-108.5
1627,"The snapping trap closed on the boar, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,boar,wild,injury_04,dismiss_02,dismiss,-96.0
1628,"The snapping trap closed on the buffalo, causing a deep wound. Everyone nearby dropped what they were doing and rushed to help.",1,buffalo,wild,injury_04,help_01,help,-89.0
1629,"The snapping trap closed on the buffalo, causing a deep wound. The rescue team was called in immediately, and no expense was spared.",1,buffalo,wild,injury_04,help_02,help,-101.5
1630,"The snapping trap closed on the buffalo, causing a deep wound. Nobody thought the situation was worth interrupting the day for.",0,buffalo,wild,injury_04,dismiss_01,dismiss,-107.0
1631,"The snapping trap closed on the buffalo, causing a deep wound. The onlookers shrugged and carried on as if nothing had happened.",0,buffalo,wild,injury_04,dismiss_02,dismiss,-95.5
1632,Sharp metal from the wreckage cut into the man during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,man,human,injury_05,help_01,help,-92.5
1633,"Sharp metal from the wreckage cut into the man during the escape. The rescue team was called in immediately, and no expense was spared.",1,man,human,injury_05,help_02,help,-102.5
1634,Sharp metal from the wreckage cut into the man during the escape. Nobody thought the situation was worth interrupting the day for.,0,man,human,injury_05,dismiss_01,dismiss,-107.0
1635,Sharp metal from the wreckage cut into the man during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,man,human,injury_05,dismiss_02,dismiss,-97.5
1636,Sharp metal from the wreckage cut into the woman during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,woman,human,injury_05,help_01,help,-92.5
1637,"Sharp metal from the wreckage cut into the woman during the escape. The rescue team was called in immediately, and no expense was spared.",1,woman,human,injury_05,help_02,help,-103.5
1638,Sharp metal from the wreckage cut into the woman during the escape. Nobody thought the situation was worth interrupting the day for.,0,woman,human,injury_05,dismiss_01,dismiss,-107.0
1639,Sharp metal from the wreckage cut into the woman during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,woman,human,injury_05,dismiss_02,dismiss,-98.5
1640,Sharp metal from the wreckage cut into the child during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,child,human,injury_05,help_01,help,-93.0
1641,"Sharp metal from the wreckage cut into the child during the escape. The rescue team was called in immediately, and no expense was spared.",1,child,human,injury_05,help_02,help,-103.5
1642,Sharp metal from the wreckage cut into the child during the escape. Nobody thought the situation was worth interrupting the day for.,0,child,human,injury_05,dismiss_01,dismiss,-107.0
1643,Sharp metal from the wreckage cut into the child during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,child,human,injury_05,dismiss_02,dismiss,-98.5
1644,Sharp metal from the wreckage cut into the dog during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,dog,companion,injury_05,help_01,help,-93.5
1645,"Sharp metal from the wreckage cut into the dog during the escape. The rescue team was called in immediately, and no expense was spared.",1,dog,companion,injury_05,help_02,help,-100.5
1646,Sharp metal from the wreckage cut into the dog during the escape. Nobody thought the situation was worth interrupting the day for.,0,dog,companion,injury_05,dismiss_01,dismiss,-108.0
1647,Sharp metal from the wreckage cut into the dog during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,dog,companion,injury_05,dismiss_02,dismiss,-98.5
1648,Sharp metal from the wreckage cut into the cat during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,cat,companion,injury_05,help_01,help,-94.5
1649,"Sharp metal from the wreckage cut into the cat during the escape. The rescue team was called in immediately, and no expense was spared.",1,cat,companion,injury_05,help_02,help,-100.5
1650,Sharp metal from the wreckage cut into the cat during the escape. Nobody thought the situation was worth interrupting the day for.,0,cat,companion,injury_05,dismiss_01,dismiss,-108.0
1651,Sharp metal from the wreckage cut into the cat during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,cat,companion,injury_05,dismiss_02,dismiss,-98.5
1652,Sharp metal from the wreckage cut into the rabbit during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,rabbit,companion,injury_05,help_01,help,-98.0
1653,"Sharp metal from the wreckage cut into the rabbit during the escape. The rescue team was called in immediately, and no expense was spared.",1,rabbit,companion,injury_05,help_02,help,-105.5
1654,Sharp metal from the wreckage cut into the rabbit during the escape. Nobody thought the situation was worth interrupting the day for.,0,rabbit,companion,injury_05,dismiss_01,dismiss,-111.5
1655,Sharp metal from the wreckage cut into the rabbit during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,rabbit,companion,injury_05,dismiss_02,dismiss,-101.5
1656,Sharp metal from the wreckage cut into the pig during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,pig,farmed,injury_05,help_01,help,-98.0
1657,"Sharp metal from the wreckage cut into the pig during the escape. The rescue team was called in immediately, and no expense was spared.",1,pig,farmed,injury_05,help_02,help,-105.5
1658,Sharp metal from the wreckage cut into the pig during the escape. Nobody thought the situation was worth interrupting the day for.,0,pig,farmed,injury_05,dismiss_01,dismiss,-111.5
1659,Sharp metal from the wreckage cut into the pig during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,pig,farmed,injury_05,dismiss_02,dismiss,-101.5
1660,Sharp metal from the wreckage cut into the cow during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,cow,farmed,injury_05,help_01,help,-96.0
1661,"Sharp metal from the wreckage cut into the cow during the escape. The rescue team was called in immediately, and no expense was spared.",1,cow,farmed,injury_05,help_02,help,-104.5
1662,Sharp metal from the wreckage cut into the cow during the escape. Nobody thought the situation was worth interrupting the day for.,0,cow,farmed,injury_05,dismiss_01,dismiss,-109.5
1663,Sharp metal from the wreckage cut into the cow during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,cow,farmed,injury_05,dismiss_02,dismiss,-99.0
1664,Sharp metal from the wreckage cut into the chicken during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,chicken,farmed,injury_05,help_01,help,-96.0
1665,"Sharp metal from the wreckage cut into the chicken during the escape. The rescue team was called in immediately, and no expense was spared.",1,chicken,farmed,injury_05,help_02,help,-106.5
1666,Sharp metal from the wreckage cut into the chicken during the escape. Nobody thought the situation was worth interrupting the day for.,0,chicken,farmed,injury_05,dismiss_01,dismiss,-110.0
1667,Sharp metal from the wreckage cut into the chicken during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,chicken,farmed,injury_05,dismiss_02,dismiss,-100.0
1668,Sharp metal from the wreckage cut into the rat during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,rat,wild,injury_05,help_01,help,-101.0
1669,"Sharp metal from the wreckage cut into the rat during the escape. The rescue team was called in immediately, and no expense was spared.",1,rat,wild,injury_05,help_02,help,-109.0
1670,Sharp metal from the wreckage cut into the rat during the escape. Nobody thought the situation was worth interrupting the day for.,0,rat,wild,injury_05,dismiss_01,dismiss,-115.0
1671,Sharp metal from the wreckage cut into the rat during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,rat,wild,injury_05,dismiss_02,dismiss,-104.0
1672,Sharp metal from the wreckage cut into the boar during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,boar,wild,injury_05,help_01,help,-100.5
1673,"Sharp metal from the wreckage cut into the boar during the escape. The rescue team was called in immediately, and no expense was spared.",1,boar,wild,injury_05,help_02,help,-109.0
1674,Sharp metal from the wreckage cut into the boar during the escape. Nobody thought the situation was worth interrupting the day for.,0,boar,wild,injury_05,dismiss_01,dismiss,-114.0
1675,Sharp metal from the wreckage cut into the boar during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,boar,wild,injury_05,dismiss_02,dismiss,-104.0
1676,Sharp metal from the wreckage cut into the buffalo during the escape. Everyone nearby dropped what they were doing and rushed to help.,1,buffalo,wild,injury_05,help_01,help,-97.0
1677,"Sharp metal from the wreckage cut into the buffalo during the escape. The rescue team was called in immediately, and no expense was spared.",1,buffalo,wild,injury_05,help_02,help,-109.0
1678,Sharp metal from the wreckage cut into the buffalo during the escape. Nobody thought the situation was worth interrupting the day for.,0,buffalo,wild,injury_05,dismiss_01,dismiss,-112.0
1679,Sharp metal from the wreckage cut into the buffalo during the escape. The onlookers shrugged and carried on as if nothing had happened.,0,buffalo,wild,injury_05,dismiss_02,dismiss,-101.5
1680,The tumble down the embankment left the man bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,man,human,injury_06,help_01,help,-84.5
1681,"The tumble down the embankment left the man bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,man,human,injury_06,help_02,help,-93.5
1682,The tumble down the embankment left the man bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,man,human,injury_06,dismiss_01,dismiss,-101.0
1683,The tumble down the embankment left the man bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,man,human,injury_06,dismiss_02,dismiss,-85.5
1684,The tumble down the embankment left the woman bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,woman,human,injury_06,help_01,help,-86.0
1685,"The tumble down the embankment left the woman bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,woman,human,injury_06,help_02,help,-94.5
1686,The tumble down the embankment left the woman bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,woman,human,injury_06,dismiss_01,dismiss,-102.0
1687,The tumble down the embankment left the woman bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,woman,human,injury_06,dismiss_02,dismiss,-87.5
1688,The tumble down the embankment left the child bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,child,human,injury_06,help_01,help,-85.5
1689,"The tumble down the embankment left the child bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,child,human,injury_06,help_02,help,-93.5
1690,The tumble down the embankment left the child bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,child,human,injury_06,dismiss_01,dismiss,-102.0
1691,The tumble down the embankment left the child bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,child,human,injury_06,dismiss_02,dismiss,-87.5
1692,The tumble down the embankment left the dog bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,dog,companion,injury_06,help_01,help,-85.0
1693,"The tumble down the embankment left the dog bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,dog,companion,injury_06,help_02,help,-91.5
1694,The tumble down the embankment left the dog bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,dog,companion,injury_06,dismiss_01,dismiss,-102.0
1695,The tumble down the embankment left the dog bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,dog,companion,injury_06,dismiss_02,dismiss,-88.0
1696,The tumble down the embankment left the cat bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,cat,companion,injury_06,help_01,help,-87.5
1697,"The tumble down the embankment left the cat bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,cat,companion,injury_06,help_02,help,-94.5
1698,The tumble down the embankment left the cat bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,cat,companion,injury_06,dismiss_01,dismiss,-103.5
1699,The tumble down the embankment left the cat bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,cat,companion,injury_06,dismiss_02,dismiss,-89.0
1700,The tumble down the embankment left the rabbit bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,rabbit,companion,injury_06,help_01,help,-88.5
1701,"The tumble down the embankment left the rabbit bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,rabbit,companion,injury_06,help_02,help,-96.0
1702,The tumble down the embankment left the rabbit bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,rabbit,companion,injury_06,dismiss_01,dismiss,-104.5
1703,The tumble down the embankment left the rabbit bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,rabbit,companion,injury_06,dismiss_02,dismiss,-89.0
1704,The tumble down the embankment left the pig bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,pig,farmed,injury_06,help_01,help,-89.5
1705,"The tumble down the embankment left the pig bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,pig,farmed,injury_06,help_02,help,-97.0
1706,The tumble down the embankment left the pig bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,pig,farmed,injury_06,dismiss_01,dismiss,-105.5
1707,The tumble down the embankment left the pig bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,pig,farmed,injury_06,dismiss_02,dismiss,-91.5
1708,The tumble down the embankment left the cow bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,cow,farmed,injury_06,help_01,help,-89.0
1709,"The tumble down the embankment left the cow bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,cow,farmed,injury_06,help_02,help,-95.5
1710,The tumble down the embankment left the cow bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,cow,farmed,injury_06,dismiss_01,dismiss,-104.5
1711,The tumble down the embankment left the cow bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,cow,farmed,injury_06,dismiss_02,dismiss,-91.0
1712,The tumble down the embankment left the chicken bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,chicken,farmed,injury_06,help_01,help,-89.5
1713,"The tumble down the embankment left the chicken bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,chicken,farmed,injury_06,help_02,help,-96.5
1714,The tumble down the embankment left the chicken bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,chicken,farmed,injury_06,dismiss_01,dismiss,-105.5
1715,The tumble down the embankment left the chicken bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,chicken,farmed,injury_06,dismiss_02,dismiss,-91.0
1716,The tumble down the embankment left the rat bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,rat,wild,injury_06,help_01,help,-92.5
1717,"The tumble down the embankment left the rat bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,rat,wild,injury_06,help_02,help,-100.0
1718,The tumble down the embankment left the rat bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,rat,wild,injury_06,dismiss_01,dismiss,-108.5
1719,The tumble down the embankment left the rat bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,rat,wild,injury_06,dismiss_02,dismiss,-92.5
1720,The tumble down the embankment left the boar bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,boar,wild,injury_06,help_01,help,-91.5
1721,"The tumble down the embankment left the boar bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,boar,wild,injury_06,help_02,help,-100.5
1722,The tumble down the embankment left the boar bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,boar,wild,injury_06,dismiss_01,dismiss,-107.5
1723,The tumble down the embankment left the boar bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,boar,wild,injury_06,dismiss_02,dismiss,-93.5
1724,The tumble down the embankment left the buffalo bruised and struggling to move. Everyone nearby dropped what they were doing and rushed to help.,1,buffalo,wild,injury_06,help_01,help,-90.5
1725,"The tumble down the embankment left the buffalo bruised and struggling to move. The rescue team was called in immediately, and no expense was spared.",1,buffalo,wild,injury_06,help_02,help,-100.0
1726,The tumble down the embankment left the buffalo bruised and struggling to move. Nobody thought the situation was worth interrupting the day for.,0,buffalo,wild,injury_06,dismiss_01,dismiss,-107.0
1727,The tumble down the embankment left the buffalo bruised and struggling to move. The onlookers shrugged and carried on as if nothing had happened.,0,buffalo,wild,injury_06,dismiss_02,dismiss,-93.5
1728,"When the river flooded, the man was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,man,human,flood_01,help_01,help,-67.5
1729,"When the river flooded, the man was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,man,human,flood_01,help_02,help,-74.0
1730,"When the river flooded, the man was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,man,human,flood_01,dismiss_01,dismiss,-86.0
1731,"When the river flooded, the man was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,man,human,flood_01,dismiss_02,dismiss,-70.5
1732,"When the river flooded, the woman was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,woman,human,flood_01,help_01,help,-68.0
1733,"When the river flooded, the woman was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,woman,human,flood_01,help_02,help,-74.0
1734,"When the river flooded, the woman was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,woman,human,flood_01,dismiss_01,dismiss,-86.0
1735,"When the river flooded, the woman was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,woman,human,flood_01,dismiss_02,dismiss,-71.0
1736,"When the river flooded, the child was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,child,human,flood_01,help_01,help,-68.0
1737,"When the river flooded, the child was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,child,human,flood_01,help_02,help,-73.0
1738,"When the river flooded, the child was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,child,human,flood_01,dismiss_01,dismiss,-84.5
1739,"When the river flooded, the child was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,child,human,flood_01,dismiss_02,dismiss,-71.0
1740,"When the river flooded, the dog was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,dog,companion,flood_01,help_01,help,-71.0
1741,"When the river flooded, the dog was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,dog,companion,flood_01,help_02,help,-74.5
1742,"When the river flooded, the dog was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,dog,companion,flood_01,dismiss_01,dismiss,-87.5
1743,"When the river flooded, the dog was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,dog,companion,flood_01,dismiss_02,dismiss,-74.0
1744,"When the river flooded, the cat was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,cat,companion,flood_01,help_01,help,-72.0
1745,"When the river flooded, the cat was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,cat,companion,flood_01,help_02,help,-76.0
1746,"When the river flooded, the cat was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,cat,companion,flood_01,dismiss_01,dismiss,-88.0
1747,"When the river flooded, the cat was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,cat,companion,flood_01,dismiss_02,dismiss,-74.5
1748,"When the river flooded, the rabbit was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,rabbit,companion,flood_01,help_01,help,-73.0
1749,"When the river flooded, the rabbit was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,rabbit,companion,flood_01,help_02,help,-78.5
1750,"When the river flooded, the rabbit was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,rabbit,companion,flood_01,dismiss_01,dismiss,-89.0
1751,"When the river flooded, the rabbit was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,rabbit,companion,flood_01,dismiss_02,dismiss,-74.5
1752,"When the river flooded, the pig was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,pig,farmed,flood_01,help_01,help,-73.0
1753,"When the river flooded, the pig was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,pig,farmed,flood_01,help_02,help,-76.5
1754,"When the river flooded, the pig was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,pig,farmed,flood_01,dismiss_01,dismiss,-89.0
1755,"When the river flooded, the pig was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,pig,farmed,flood_01,dismiss_02,dismiss,-74.5
1756,"When the river flooded, the cow was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,cow,farmed,flood_01,help_01,help,-71.0
1757,"When the river flooded, the cow was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,cow,farmed,flood_01,help_02,help,-76.0
1758,"When the river flooded, the cow was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,cow,farmed,flood_01,dismiss_01,dismiss,-86.5
1759,"When the river flooded, the cow was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,cow,farmed,flood_01,dismiss_02,dismiss,-73.5
1760,"When the river flooded, the chicken was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,chicken,farmed,flood_01,help_01,help,-73.0
1761,"When the river flooded, the chicken was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,chicken,farmed,flood_01,help_02,help,-78.0
1762,"When the river flooded, the chicken was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,chicken,farmed,flood_01,dismiss_01,dismiss,-89.0
1763,"When the river flooded, the chicken was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,chicken,farmed,flood_01,dismiss_02,dismiss,-75.0
1764,"When the river flooded, the rat was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,rat,wild,flood_01,help_01,help,-74.5
1765,"When the river flooded, the rat was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,rat,wild,flood_01,help_02,help,-80.5
1766,"When the river flooded, the rat was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,rat,wild,flood_01,dismiss_01,dismiss,-91.0
1767,"When the river flooded, the rat was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,rat,wild,flood_01,dismiss_02,dismiss,-76.0
1768,"When the river flooded, the boar was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,boar,wild,flood_01,help_01,help,-76.0
1769,"When the river flooded, the boar was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,boar,wild,flood_01,help_02,help,-82.0
1770,"When the river flooded, the boar was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,boar,wild,flood_01,dismiss_01,dismiss,-93.0
1771,"When the river flooded, the boar was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,boar,wild,flood_01,dismiss_02,dismiss,-78.0
1772,"When the river flooded, the buffalo was swept away by the current. Everyone nearby dropped what they were doing and rushed to help.",1,buffalo,wild,flood_01,help_01,help,-73.0
1773,"When the river flooded, the buffalo was swept away by the current. The rescue team was called in immediately, and no expense was spared.",1,buffalo,wild,flood_01,help_02,help,-80.5
1774,"When the river flooded, the buffalo was swept away by the current. Nobody thought the situation was worth interrupting the day for.",0,buffalo,wild,flood_01,dismiss_01,dismiss,-89.0
1775,"When the river flooded, the buffalo was swept away by the current. The onlookers shrugged and carried on as if nothing had happened.",0,buffalo,wild,flood_01,dismiss_02,dismiss,-76.0
1776,"Caught in the torrent, the man was carried helplessly toward the rapids. Everyone nearby dropped what they were doing and rushed to help.",1,man,human,flood_02,help_01,help,-75.5
